node_id,article,article_num,chapter,clause_id,content,enriched_content,section_path,source,title
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1174,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.5.2.6,在机器处所的限界面上不应设窗。但这并不排除在机器处所内的控制室使用玻璃。,,9.5.2.6,SOLAS II-2,9.5.2.6
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1175,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.6,"6.1 对载客超过36人的客船，特种处所和滚装处所的限界面舱壁和甲板应隔热至“A-60”级标准，但如果分隔的一侧为本条2.2.3所定义的第(5)、(9)和(10)类处所，该标准可降至“A-0”级。如果燃油舱位于特种处所的下面，则两处所间甲板的完整性可降至“A-0”级标准。  
6.2 对于客船，应在驾驶室内设有指示器，该指示器应能指示出任何出入特种处所的门是否已关闭。  
6.3 对于液货船，为了保护装载闪点不超过  $60^{\circ} \mathrm{C}$  的原油和成品油的液货舱，阀门、附件、液舱开口封盖、货物透气管道和液货管道不得使用遇热易于失效的材料，以防止火灾蔓延到货物。",,9.6,SOLAS II-2,6 货物处所限界面的保护
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1176,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.6.6,对于液货船，为了保护装载闪点不超过  $60^{\circ} \mathrm{C}$  的原油和成品油的液货舱，阀门、附件、液舱开口封盖、货物透气管道和液货管道不得使用遇热易于失效的材料，以防止火灾蔓延到货物。,,9.6.6,SOLAS II-2,9.6.6
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1177,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7,"MSC365(93)

(本要求适用于2016年1月1日或以后建造的船舶。)","[上级条款 SOLAS II-2/9 （5）具有较小失火危险的服务处所] 不存放易燃液体且面积小于  $4\mathrm{m}^2$  的小间和储物间、干燥室和洗衣间。

（6）A类机器处所

第3.31条所定义的处所。

（7）其他机器处所

电器设备间（自动电话交换机室、空调管道处所）。

除A类机器处所外，第3.30条所定义的各处所。

（8）液货泵舱

设有液货泵的处所以及通往这些处所的入口和围壁通道。

（9）具有较大失火危险的服务处所

厨房、设有烹调设备的配膳室、桑拿房、面积为  $4 \mathrm{~m}^{2}$  及以上的油漆间和储物间、存放易燃液体的处所和不构成机器处所一部分的工作间。

（10）开敞甲板

开敞甲板处所和极少或无失火危险的围

[本条款] MSC365(93)

(本要求适用于2016年1月1日或以后建造的船舶。)",9.7,SOLAS II-2,7 通风系统
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1178,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.1,"7.1.1 除用于连接风机至空调机室内导管的短边长度不超过  $600 \mathrm{~mm}$  的挠性波纹管以外，通风导管（包括单层和双层导管）应由钢或等效材料制成。除7.1.6另有明文规定外，导管的建造和隔热使用的任何其他材料也应是不燃材料。然而，长度一般不超过  $2 \mathrm{~m}$  且有效横截面积①不超过  $0.02 \mathrm{~m}^{2}$  的短导管如符合下列条件，则不必使用钢或等效材料：

.1 导管应由不燃材料制成，其内外表面可加装低播焰性的膜，且在每一情况下，该膜按所用厚度的表面积所具有的发热值②不得超过  $45 \mathrm{MJ} / \mathrm{m}^{2}$ ；  
.2 导管仅用在通风装置的末端；和  
.3 导管位于沿该导管自“A”或“B”级分隔（包括连续“B”级天花板）上的开口量起不小于  $600 \mathrm{~mm}$  的位置。

7.1.2 下述装置应按《耐火试验程序规则》进行试验：

.1 挡火闸（包括其相关操作装置）。但对于厨房炉灶的排气导管中位于导管下端的挡火闸不要求进行试验，该挡火闸必须是钢制的并能停止导管中的气流；和  
.2 贯穿“A”级分隔的导管贯穿件。但如钢套管通过铆接、螺栓连接法兰或焊接直接与通风导管连在一起，则不要求进行试验。

7.1.3 挡火闸应易于接近。如果挡火闸位于天花板或衬板的后面，这些天花板或衬板上应设有检查孔，在孔上应标明挡火闸的识别号。挡火闸的识别号还应在所要求的任何遥控装置上标明。  
7.1.4 通风导管应设有检查和清洁孔。检查和清洁孔的位置应靠近挡火闸。

7.1.5 所有通风系统的主要进气口和出气口都应能从通风处所的外部关闭。关闭装置操作位置应易于到达，有显著的永久性标志，且应指示出关闭装置的操作位置。  
7.1.6 法兰式通风导管接头中的易燃垫片不允许在“A”或“B”级分隔上开口的  $600 \mathrm{~mm}$  范围内和在要求为“A”级结构的导管上。  
7.1.7 除4.1.2.1和4.2.3的规定外，在两个围蔽处所之间不应设通风开口或空气平衡导管。",,9.7.1,SOLAS II-2,7.1 通则
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1179,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.1.1,挡火闸（包括其相关操作装置）。但对于厨房炉灶的排气导管中位于导管下端的挡火闸不要求进行试验，该挡火闸必须是钢制的并能停止导管中的气流；和,"[上级条款 SOLAS II-2/9.7.1 7.1 通则] 7.1.1 除用于连接风机至空调机室内导管的短边长度不超过  $600 \mathrm{~mm}$  的挠性波纹管以外，通风导管（包括单层和双层导管）应由钢或等效材料制成。除7.1.6另有明文规定外，导管的建造和隔热使用的任何其他材料也应是不燃材料。然而，长度一般不超过  $2 \mathrm{~m}$  且有效横截面积①不超过  $0.02 \mathrm{~m}^{2}$  的短导管如符合下列条件，则不必使用钢或等效材料：

.1 导管应由不燃材料制成，其内外表面可加装低播焰性的膜，且在每一情况下，该膜按所用厚度的表面积所具有的发热值②不得超过  $45 \mathrm{MJ} / \ma

[本条款] 挡火闸（包括其相关操作装置）。但对于厨房炉灶的排气导管中位于导管下端的挡火闸不要求进行试验，该挡火闸必须是钢制的并能停止导管中的气流；和",9.7.1.1,SOLAS II-2,9.7.1.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1180,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.1.2,贯穿“A”级分隔的导管贯穿件。但如钢套管通过铆接、螺栓连接法兰或焊接直接与通风导管连在一起，则不要求进行试验。,"[上级条款 SOLAS II-2/9.7.1 7.1 通则] 7.1.1 除用于连接风机至空调机室内导管的短边长度不超过  $600 \mathrm{~mm}$  的挠性波纹管以外，通风导管（包括单层和双层导管）应由钢或等效材料制成。除7.1.6另有明文规定外，导管的建造和隔热使用的任何其他材料也应是不燃材料。然而，长度一般不超过  $2 \mathrm{~m}$  且有效横截面积①不超过  $0.02 \mathrm{~m}^{2}$  的短导管如符合下列条件，则不必使用钢或等效材料：

.1 导管应由不燃材料制成，其内外表面可加装低播焰性的膜，且在每一情况下，该膜按所用厚度的表面积所具有的发热值②不得超过  $45 \mathrm{MJ} / \ma

[本条款] 贯穿“A”级分隔的导管贯穿件。但如钢套管通过铆接、螺栓连接法兰或焊接直接与通风导管连在一起，则不要求进行试验。",9.7.1.2,SOLAS II-2,9.7.1.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1181,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.1.3,挡火闸应易于接近。如果挡火闸位于天花板或衬板的后面，这些天花板或衬板上应设有检查孔，在孔上应标明挡火闸的识别号。挡火闸的识别号还应在所要求的任何遥控装置上标明。,"[上级条款 SOLAS II-2/9.7.1 7.1 通则] 7.1.1 除用于连接风机至空调机室内导管的短边长度不超过  $600 \mathrm{~mm}$  的挠性波纹管以外，通风导管（包括单层和双层导管）应由钢或等效材料制成。除7.1.6另有明文规定外，导管的建造和隔热使用的任何其他材料也应是不燃材料。然而，长度一般不超过  $2 \mathrm{~m}$  且有效横截面积①不超过  $0.02 \mathrm{~m}^{2}$  的短导管如符合下列条件，则不必使用钢或等效材料：

.1 导管应由不燃材料制成，其内外表面可加装低播焰性的膜，且在每一情况下，该膜按所用厚度的表面积所具有的发热值②不得超过  $45 \mathrm{MJ} / \ma

[本条款] 挡火闸应易于接近。如果挡火闸位于天花板或衬板的后面，这些天花板或衬板上应设有检查孔，在孔上应标明挡火闸的识别号。挡火闸的识别号还应在所要求的任何遥控装置上标明。",9.7.1.3,SOLAS II-2,9.7.1.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1182,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.1.4,通风导管应设有检查和清洁孔。检查和清洁孔的位置应靠近挡火闸。,"[上级条款 SOLAS II-2/9.7.1 7.1 通则] 7.1.1 除用于连接风机至空调机室内导管的短边长度不超过  $600 \mathrm{~mm}$  的挠性波纹管以外，通风导管（包括单层和双层导管）应由钢或等效材料制成。除7.1.6另有明文规定外，导管的建造和隔热使用的任何其他材料也应是不燃材料。然而，长度一般不超过  $2 \mathrm{~m}$  且有效横截面积①不超过  $0.02 \mathrm{~m}^{2}$  的短导管如符合下列条件，则不必使用钢或等效材料：

.1 导管应由不燃材料制成，其内外表面可加装低播焰性的膜，且在每一情况下，该膜按所用厚度的表面积所具有的发热值②不得超过  $45 \mathrm{MJ} / \ma

[本条款] 通风导管应设有检查和清洁孔。检查和清洁孔的位置应靠近挡火闸。",9.7.1.4,SOLAS II-2,9.7.1.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1183,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.1.5,所有通风系统的主要进气口和出气口都应能从通风处所的外部关闭。关闭装置操作位置应易于到达，有显著的永久性标志，且应指示出关闭装置的操作位置。,"[上级条款 SOLAS II-2/9.7.1 7.1 通则] 7.1.1 除用于连接风机至空调机室内导管的短边长度不超过  $600 \mathrm{~mm}$  的挠性波纹管以外，通风导管（包括单层和双层导管）应由钢或等效材料制成。除7.1.6另有明文规定外，导管的建造和隔热使用的任何其他材料也应是不燃材料。然而，长度一般不超过  $2 \mathrm{~m}$  且有效横截面积①不超过  $0.02 \mathrm{~m}^{2}$  的短导管如符合下列条件，则不必使用钢或等效材料：

.1 导管应由不燃材料制成，其内外表面可加装低播焰性的膜，且在每一情况下，该膜按所用厚度的表面积所具有的发热值②不得超过  $45 \mathrm{MJ} / \ma

[本条款] 所有通风系统的主要进气口和出气口都应能从通风处所的外部关闭。关闭装置操作位置应易于到达，有显著的永久性标志，且应指示出关闭装置的操作位置。",9.7.1.5,SOLAS II-2,9.7.1.5
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1184,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.1.6,法兰式通风导管接头中的易燃垫片不允许在“A”或“B”级分隔上开口的  $600 \mathrm{~mm}$  范围内和在要求为“A”级结构的导管上。,"[上级条款 SOLAS II-2/9.7.1 7.1 通则] 7.1.1 除用于连接风机至空调机室内导管的短边长度不超过  $600 \mathrm{~mm}$  的挠性波纹管以外，通风导管（包括单层和双层导管）应由钢或等效材料制成。除7.1.6另有明文规定外，导管的建造和隔热使用的任何其他材料也应是不燃材料。然而，长度一般不超过  $2 \mathrm{~m}$  且有效横截面积①不超过  $0.02 \mathrm{~m}^{2}$  的短导管如符合下列条件，则不必使用钢或等效材料：

.1 导管应由不燃材料制成，其内外表面可加装低播焰性的膜，且在每一情况下，该膜按所用厚度的表面积所具有的发热值②不得超过  $45 \mathrm{MJ} / \ma

[本条款] 法兰式通风导管接头中的易燃垫片不允许在“A”或“B”级分隔上开口的  $600 \mathrm{~mm}$  范围内和在要求为“A”级结构的导管上。",9.7.1.6,SOLAS II-2,9.7.1.6
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1185,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.1.7,除4.1.2.1和4.2.3的规定外，在两个围蔽处所之间不应设通风开口或空气平衡导管。,"[上级条款 SOLAS II-2/9.7.1 7.1 通则] 7.1.1 除用于连接风机至空调机室内导管的短边长度不超过  $600 \mathrm{~mm}$  的挠性波纹管以外，通风导管（包括单层和双层导管）应由钢或等效材料制成。除7.1.6另有明文规定外，导管的建造和隔热使用的任何其他材料也应是不燃材料。然而，长度一般不超过  $2 \mathrm{~m}$  且有效横截面积①不超过  $0.02 \mathrm{~m}^{2}$  的短导管如符合下列条件，则不必使用钢或等效材料：

.1 导管应由不燃材料制成，其内外表面可加装低播焰性的膜，且在每一情况下，该膜按所用厚度的表面积所具有的发热值②不得超过  $45 \mathrm{MJ} / \ma

[本条款] 除4.1.2.1和4.2.3的规定外，在两个围蔽处所之间不应设通风开口或空气平衡导管。",9.7.1.7,SOLAS II-2,9.7.1.7
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1186,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.2,"7.2.1 A类机器处所、车辆处所、滚装处所、厨房、特种处所和货物处所的通风系统一般应相互分开并与用于其他处所的通风系统分开。但小于4,000总吨的货船和载客不超过36人的客船的厨房通风系统不必与其他通风系统完全分开，而是可以利用服务于其他处所的通风装置通过分开的通风导管通风。在此情况下，在厨房通风导管靠近通风装置处应装设自动挡火闸。  
7.2.2 A类机器处所、厨房、车辆处所、滚装处所或特种处所的通风导管不应穿过起居处所、服务处所或控制站，除非其符合7.2.4的规定。  
7.2.3 起居处所、服务处所或控制站的通风导管不应穿过A类机器处所、厨房、车辆处所、滚装处所或特种处所，除非其符合7.2.4的规定。

7.2.4 7.2.2和7.2.3准许的导管应：

1.1 由钢制成，对有效横截面积小于  $0.075\mathrm{m}^2$  者，管壁厚度至少为  $3\mathrm{mm}$ ；导管有效横截面积在  $0.075\mathrm{m}^2$  和  $0.45\mathrm{m}^2$  之间者，管壁厚度至少为  $4\mathrm{mm}$ ；导管有效横截面积大于  $0.45\mathrm{m}^2$  者，管壁厚度至少为  $5\mathrm{mm}$ ；  
1.2 有适当的支撑和加强；  
1.3 在靠近导管穿过的限界面处设有自动挡火闸；和  
1.4 从其服务处所的边界到每个挡火闸以外至少  $5 \mathrm{~m}$  处按“A-60”级标准隔热；或  
2.1 按7.2.4.1.1和7.2.4.1.2的规定由钢制成；和  
2.2 在其穿过的所有处所均按“A-60”级标准隔热，但穿过2.2.3.2.2中所规定的(9)或(10)类处所的导管除外。

7.2.5 就7.2.4.1.4和7.2.4.2.2而言，导管整个横截外表面都应进行隔热。对于在所指定处所之外但邻近该处所、并和该指定处所共用一个或多个表面的导管，应视为穿过该处所，并应对其共用表面进行隔热，隔热应延伸至超过导管  $450 \mathrm{~mm}^{①}$  。

7.2.6 如果通风导管必需通过主竖区分隔，应在分隔邻近处装设自动挡火闸。该挡火闸还应能从分隔的每一侧都可手动关闭。其控制位置应易于到达，并清晰、显著地标出。分隔与挡火闸之间的导管应按7.2.4.1.1和7.2.4.1.2由钢制成，并按至少与其穿过的分隔同等的耐火完整性进行隔热。挡火闸应至少在分隔的一侧装设显示器，指明挡火闸的操作位置。",,9.7.2,SOLAS II-2,7.2 导管的布置
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1187,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.2.1,从其服务处所的边界到每个挡火闸以外至少  $5 \mathrm{~m}$  处按“A-60”级标准隔热；或,"[上级条款 SOLAS II-2/9.7.2 7.2 导管的布置] 7.2.1 A类机器处所、车辆处所、滚装处所、厨房、特种处所和货物处所的通风系统一般应相互分开并与用于其他处所的通风系统分开。但小于4,000总吨的货船和载客不超过36人的客船的厨房通风系统不必与其他通风系统完全分开，而是可以利用服务于其他处所的通风装置通过分开的通风导管通风。在此情况下，在厨房通风导管靠近通风装置处应装设自动挡火闸。  
7.2.2 A类机器处所、厨房、车辆处所、滚装处所或特种处所的通风导管不应穿过起居处所、服务处所或控制站，除非其符合7.2.4的规定。  
7.2.3 起居处所、服务处所或控制站的通风导管不应穿过A类机器处所、厨房、车辆处所、滚装处所或特种处所，除非其符合7

[本条款] 从其服务处所的边界到每个挡火闸以外至少  $5 \mathrm{~m}$  处按“A-60”级标准隔热；或",9.7.2.1,SOLAS II-2,9.7.2.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1188,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.2.2,在其穿过的所有处所均按“A-60”级标准隔热，但穿过2.2.3.2.2中所规定的(9)或(10)类处所的导管除外。,"[上级条款 SOLAS II-2/9.7.2 7.2 导管的布置] 7.2.1 A类机器处所、车辆处所、滚装处所、厨房、特种处所和货物处所的通风系统一般应相互分开并与用于其他处所的通风系统分开。但小于4,000总吨的货船和载客不超过36人的客船的厨房通风系统不必与其他通风系统完全分开，而是可以利用服务于其他处所的通风装置通过分开的通风导管通风。在此情况下，在厨房通风导管靠近通风装置处应装设自动挡火闸。  
7.2.2 A类机器处所、厨房、车辆处所、滚装处所或特种处所的通风导管不应穿过起居处所、服务处所或控制站，除非其符合7.2.4的规定。  
7.2.3 起居处所、服务处所或控制站的通风导管不应穿过A类机器处所、厨房、车辆处所、滚装处所或特种处所，除非其符合7

[本条款] 在其穿过的所有处所均按“A-60”级标准隔热，但穿过2.2.3.2.2中所规定的(9)或(10)类处所的导管除外。",9.7.2.2,SOLAS II-2,9.7.2.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1189,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.2.3,起居处所、服务处所或控制站的通风导管不应穿过A类机器处所、厨房、车辆处所、滚装处所或特种处所，除非其符合7.2.4的规定。,"[上级条款 SOLAS II-2/9.7.2 7.2 导管的布置] 7.2.1 A类机器处所、车辆处所、滚装处所、厨房、特种处所和货物处所的通风系统一般应相互分开并与用于其他处所的通风系统分开。但小于4,000总吨的货船和载客不超过36人的客船的厨房通风系统不必与其他通风系统完全分开，而是可以利用服务于其他处所的通风装置通过分开的通风导管通风。在此情况下，在厨房通风导管靠近通风装置处应装设自动挡火闸。  
7.2.2 A类机器处所、厨房、车辆处所、滚装处所或特种处所的通风导管不应穿过起居处所、服务处所或控制站，除非其符合7.2.4的规定。  
7.2.3 起居处所、服务处所或控制站的通风导管不应穿过A类机器处所、厨房、车辆处所、滚装处所或特种处所，除非其符合7

[本条款] 起居处所、服务处所或控制站的通风导管不应穿过A类机器处所、厨房、车辆处所、滚装处所或特种处所，除非其符合7.2.4的规定。",9.7.2.3,SOLAS II-2,9.7.2.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1190,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.2.4,7.2.2和7.2.3准许的导管应：,"[上级条款 SOLAS II-2/9.7.2 7.2 导管的布置] 7.2.1 A类机器处所、车辆处所、滚装处所、厨房、特种处所和货物处所的通风系统一般应相互分开并与用于其他处所的通风系统分开。但小于4,000总吨的货船和载客不超过36人的客船的厨房通风系统不必与其他通风系统完全分开，而是可以利用服务于其他处所的通风装置通过分开的通风导管通风。在此情况下，在厨房通风导管靠近通风装置处应装设自动挡火闸。  
7.2.2 A类机器处所、厨房、车辆处所、滚装处所或特种处所的通风导管不应穿过起居处所、服务处所或控制站，除非其符合7.2.4的规定。  
7.2.3 起居处所、服务处所或控制站的通风导管不应穿过A类机器处所、厨房、车辆处所、滚装处所或特种处所，除非其符合7

[本条款] 7.2.2和7.2.3准许的导管应：",9.7.2.4,SOLAS II-2,9.7.2.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1191,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.2.5,就7.2.4.1.4和7.2.4.2.2而言，导管整个横截外表面都应进行隔热。对于在所指定处所之外但邻近该处所、并和该指定处所共用一个或多个表面的导管，应视为穿过该处所，并应对其共用表面进行隔热，隔热应延伸至超过导管  $450 \mathrm{~mm}^{①}$  。,,9.7.2.5,SOLAS II-2,9.7.2.5
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1192,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.2.6,如果通风导管必需通过主竖区分隔，应在分隔邻近处装设自动挡火闸。该挡火闸还应能从分隔的每一侧都可手动关闭。其控制位置应易于到达，并清晰、显著地标出。分隔与挡火闸之间的导管应按7.2.4.1.1和7.2.4.1.2由钢制成，并按至少与其穿过的分隔同等的耐火完整性进行隔热。挡火闸应至少在分隔的一侧装设显示器，指明挡火闸的操作位置。,,9.7.2.6,SOLAS II-2,9.7.2.6
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1193,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.3.1,".1 如果有效横截面积等于或小于  $0.02 \mathrm{~m}^{2}$  的薄壁导管穿过“A”级分隔，开口应装设厚度至少为  $3 \mathrm{~mm}$  和长度至少为  $200 \mathrm{~mm}$  的钢套管，该套管在舱壁两侧的长度以各  $100 \mathrm{~mm}$  为宜，或如果穿过甲板，则应整体位于所穿过甲板的底侧； 

.2 如果有效横截面积大于  $0.02 \mathrm{~m}^{2}$  但不超过  $0.075 \mathrm{~m}^{2}$  的通风导管穿过“A”级分隔，开口应衬有钢套管。导管和套管的厚度应至少为  $3 \mathrm{~mm}$ ，长度至少为  $900 \mathrm{~mm}$ 。在穿过舱壁时，此长度以在舱壁两侧各  $450 \mathrm{~mm}$  为宜。这些导管或其所衬套管应设有耐火隔热物。该隔热物至少应具有与导管穿过的分隔同等的耐火完整性；和  

.3 穿过“A”级分隔的有效横截面积超过  $0.075 \mathrm{~m}^{2}$  的所有导管均应装设自动挡火闸。每个挡火闸均应靠近所贯穿的分隔装设, 挡火闸和所贯穿分隔之间的导管应按 7.2.4.2.1 和 7.2.4.2.2 由钢制成。挡火闸应自动工作, 但也能从分隔的两侧手动关闭。挡火闸应装有可视指示器, 指明挡火闸的操作位置。但是, 如果导管穿过被“A”级分隔包围的处所而又不用于这些处所, 只要这些导管具有与其所穿过的分隔同等的耐火完整性, 则不要求设置挡火闸。横截面积超过  $0.075 \mathrm{~m}^{2}$

的导管不应为了避免安装本规定所要求的挡火闸而在“A”级分隔的贯穿处被分成更小的导管穿过分隔后再重组为原有的导管。

7.3.2 穿过“B”级舱壁且有效横截面积超过  $0.02 \mathrm{~m}^{2}$  的通风导管应衬有长度为  $900 \mathrm{~mm}$  的钢板套管，该套管在舱壁两侧的长度以各  $450 \mathrm{~mm}$  为宜，但在此长度范围内为钢质导管者除外。  
7.3.3 所有挡火闸均应能手动操作。挡火闸应可通过直接的机械方式释放，或者，作为替代方式，通过电力、液压或气压操作进行关闭。所有挡火闸应均可从分隔的两侧进行手动操作。自动挡火闸（包括能遥控操作的挡火闸）应设有故障安全设计，以在火灾甚至失去电力、液压或气压动力时关闭挡火闸。遥控操作的挡火闸应能在挡火闸处被手动开启。",,9.7.3.1,SOLAS II-2,7.3.1 穿过“A”级分隔的导管应符合下列要求：
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1194,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.3.1.1,如果有效横截面积等于或小于  $0.02 \mathrm{~m}^{2}$  的薄壁导管穿过“A”级分隔，开口应装设厚度至少为  $3 \mathrm{~mm}$  和长度至少为  $200 \mathrm{~mm}$  的钢套管，该套管在舱壁两侧的长度以各  $100 \mathrm{~mm}$  为宜，或如果穿过甲板，则应整体位于所穿过甲板的底侧；,,9.7.3.1.1,SOLAS II-2,9.7.3.1.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1195,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.3.1.2,如果有效横截面积大于  $0.02 \mathrm{~m}^{2}$  但不超过  $0.075 \mathrm{~m}^{2}$  的通风导管穿过“A”级分隔，开口应衬有钢套管。导管和套管的厚度应至少为  $3 \mathrm{~mm}$ ，长度至少为  $900 \mathrm{~mm}$ 。在穿过舱壁时，此长度以在舱壁两侧各  $450 \mathrm{~mm}$  为宜。这些导管或其所衬套管应设有耐火隔热物。该隔热物至少应具有与导管穿过的分隔同等的耐火完整性；和,,9.7.3.1.2,SOLAS II-2,9.7.3.1.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1196,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.3.1.3,"穿过“A”级分隔的有效横截面积超过  $0.075 \mathrm{~m}^{2}$  的所有导管均应装设自动挡火闸。每个挡火闸均应靠近所贯穿的分隔装设, 挡火闸和所贯穿分隔之间的导管应按 7.2.4.2.1 和 7.2.4.2.2 由钢制成。挡火闸应自动工作, 但也能从分隔的两侧手动关闭。挡火闸应装有可视指示器, 指明挡火闸的操作位置。但是, 如果导管穿过被“A”级分隔包围的处所而又不用于这些处所, 只要这些导管具有与其所穿过的分隔同等的耐火完整性, 则不要求设置挡火闸。横截面积超过  $0.075 \mathrm{~m}^{2}$

的导管不应为了避免安装本规定所要求的挡火闸而在“A”级分隔的贯穿处被分成更小的导管穿过分隔后再重组为原有的导管。",,9.7.3.1.3,SOLAS II-2,9.7.3.1.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1197,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.3.2,穿过“B”级舱壁且有效横截面积超过  $0.02 \mathrm{~m}^{2}$  的通风导管应衬有长度为  $900 \mathrm{~mm}$  的钢板套管，该套管在舱壁两侧的长度以各  $450 \mathrm{~mm}$  为宜，但在此长度范围内为钢质导管者除外。,,9.7.3.2,SOLAS II-2,9.7.3.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1198,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.3.3,所有挡火闸均应能手动操作。挡火闸应可通过直接的机械方式释放，或者，作为替代方式，通过电力、液压或气压操作进行关闭。所有挡火闸应均可从分隔的两侧进行手动操作。自动挡火闸（包括能遥控操作的挡火闸）应设有故障安全设计，以在火灾甚至失去电力、液压或气压动力时关闭挡火闸。遥控操作的挡火闸应能在挡火闸处被手动开启。,,9.7.3.3,SOLAS II-2,9.7.3.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1199,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.4,"7.4.1 除第7.1、7.2和7.3节的要求外，载客超过36人的客船的通风系统还应满足下列要求。  
7.4.2 通风机的分布，一般应使通往各处所的导管保持在同一主竖区内。  
7.4.3 梯道环围应由独立的风机和不得服务于通风系统内任何其他处所的导管系统（排气和供气）提供通风和服务。  
7.4.4 无论其横截面大小，服务于1个以上甲板间起居处所、服务处所或者控制站的导管应在靠近此类处所的每一甲板的贯穿处装设自动挡烟闸，该挡烟闸也应能从其上方的受保护甲板处手动关闭。如在一个主竖区内通风机通过分开的导管服务于1个以上的甲板间处所，每个导管专门服务于单个甲板间处所，应在每个导管靠近通风机处装设手动操作的挡烟闸。  
7.4.5 垂直导管在必要时应按表9.1和9.2的要求进行隔热。导管应按适用的对其所服务处所之间的甲板和所计及的处所的要求进行隔热。",,9.7.4,SOLAS II-2,7.4 载客超过36人的客船的通风系统
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1200,第9条 火灾的限制,9,C部分 火灾的抑制,SOLAS II-2/9.7.4.1,除第7.1、7.2和7.3节的要求外，载客超过36人的客船的通风系统还应满足下列要求。,"[上级条款 SOLAS II-2/9.7.4 7.4 载客超过36人的客船的通风系统] 7.4.1 除第7.1、7.2和7.3节的要求外，载客超过36人的客船的通风系统还应满足下列要求。  
7.4.2 通风机的分布，一般应使通往各处所的导管保持在同一主竖区内。  
7.4.3 梯道环围应由独立的风机和不得服务于通风系统内任何其他处所的导管系统（排气和供气）提供通风和服务。  
7.4.4 无论其横截面大小，服务于1个以上甲板间起居处所、服务处所或者控制站的导管应在靠近此类处所的每一甲板的贯穿处装设自动挡烟闸，该挡烟闸也应能从其上方的受保护甲板处手动关闭。如在一个主竖区内通风机通过分开的导管服务于1个以上的甲板间处所，每个导管专门服务于单个甲板间处所，应在每个导管靠近通风机处装设

[本条款] 除第7.1、7.2和7.3节的要求外，载客超过36人的客船的通风系统还应满足下列要求。",9.7.4.1,SOLAS II-2,9.7.4.1
